,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track
2536,0.528,0.551,3,-6.328,1,0.0315,0.78,0.0,0.373,0.727,134.574,audio_features,4CQJ1GcN7jgcPTUVOejxZU,spotify:track:4CQJ1GcN7jgcPTUVOejxZU,https://api.spotify.com/v1/tracks/4CQJ1GcN7jgcPTUVOejxZU,https://api.spotify.com/v1/audio-analysis/4CQJ1GcN7jgcPTUVOejxZU,129573,4,Ladder Of Success
2537,0.434,0.314,2,-17.736,1,0.0366,0.668,0.852,0.119,0.386,113.144,audio_features,6WFFIg9YV0yA8An4XcFjU8,spotify:track:6WFFIg9YV0yA8An4XcFjU8,https://api.spotify.com/v1/tracks/6WFFIg9YV0yA8An4XcFjU8,https://api.spotify.com/v1/audio-analysis/6WFFIg9YV0yA8An4XcFjU8,335307,4,We Meet at Last
2538,0.566,0.71,5,-6.744,0,0.0472,0.304,0.0802,0.0684,0.842,158.07,audio_features,3jUWZoFfACbkoacedAXXZB,spotify:track:3jUWZoFfACbkoacedAXXZB,https://api.spotify.com/v1/tracks/3jUWZoFfACbkoacedAXXZB,https://api.spotify.com/v1/audio-analysis/3jUWZoFfACbkoacedAXXZB,204213,4,Passo De Anjo
2539,0.225,0.179,0,-15.441,1,0.034,0.0286,0.897,0.171,0.0407,110.971,audio_features,4OapJjf0gVMc2MHdrcgXOm,spotify:track:4OapJjf0gVMc2MHdrcgXOm,https://api.spotify.com/v1/tracks/4OapJjf0gVMc2MHdrcgXOm,https://api.spotify.com/v1/audio-analysis/4OapJjf0gVMc2MHdrcgXOm,148097,4,The Song From Moulin Rouge
2540,0.659,0.912,1,-4.969,1,0.0395,0.00539,0.0,0.117,0.837,138.029,audio_features,4EQAoZY834yDfhuDofqP1q,spotify:track:4EQAoZY834yDfhuDofqP1q,https://api.spotify.com/v1/tracks/4EQAoZY834yDfhuDofqP1q,https://api.spotify.com/v1/audio-analysis/4EQAoZY834yDfhuDofqP1q,183880,4,Shake It Up (Album Version)
2541,0.893,0.866,2,-9.555,1,0.107,0.0633,0.000129,0.0385,0.748,100.789,audio_features,1vIJBVsuMouxSuDxRtTaYI,spotify:track:1vIJBVsuMouxSuDxRtTaYI,https://api.spotify.com/v1/tracks/1vIJBVsuMouxSuDxRtTaYI,https://api.spotify.com/v1/audio-analysis/1vIJBVsuMouxSuDxRtTaYI,247805,4,Shadrach
2542,0.0862,0.0066,10,-32.415,1,0.0498,0.927,0.00482,0.0927,0.0398,169.87,audio_features,7FPwihEQCzkxfdJi7Iy7WV,spotify:track:7FPwihEQCzkxfdJi7Iy7WV,https://api.spotify.com/v1/tracks/7FPwihEQCzkxfdJi7Iy7WV,https://api.spotify.com/v1/audio-analysis/7FPwihEQCzkxfdJi7Iy7WV,394067,5,Andante Cantabile (String Quartet No 1 In D Major
2543,0.731,0.892,6,-4.368,0,0.105,0.156,0.000858,0.385,0.881,99.975,audio_features,6nfJIjnHj0MW7N1fkgNszX,spotify:track:6nfJIjnHj0MW7N1fkgNszX,https://api.spotify.com/v1/tracks/6nfJIjnHj0MW7N1fkgNszX,https://api.spotify.com/v1/audio-analysis/6nfJIjnHj0MW7N1fkgNszX,344293,4,Help Youngblood Get To the Freaky Party
2544,0.444,0.762,5,-9.083,0,0.0712,0.313,0.0285,0.109,0.896,88.219,audio_features,0vbyb1gYxeic1UDskfZXCH,spotify:track:0vbyb1gYxeic1UDskfZXCH,https://api.spotify.com/v1/tracks/0vbyb1gYxeic1UDskfZXCH,https://api.spotify.com/v1/audio-analysis/0vbyb1gYxeic1UDskfZXCH,133293,4,Mon coeur balance
2545,0.679,0.549,2,-7.81,1,0.0243,0.512,4.09e-06,0.29,0.328,126.464,audio_features,2XvRLawqhYJVT70lgIOYHi,spotify:track:2XvRLawqhYJVT70lgIOYHi,https://api.spotify.com/v1/tracks/2XvRLawqhYJVT70lgIOYHi,https://api.spotify.com/v1/audio-analysis/2XvRLawqhYJVT70lgIOYHi,239213,4,Let's Fall In Love This Christmas
2546,0.23,0.109,1,-19.463,1,0.0448,0.991,0.663,0.089,0.173,77.933,audio_features,2f8es3jOfHT17i2kI1xFSG,spotify:track:2f8es3jOfHT17i2kI1xFSG,https://api.spotify.com/v1/tracks/2f8es3jOfHT17i2kI1xFSG,https://api.spotify.com/v1/audio-analysis/2f8es3jOfHT17i2kI1xFSG,749880,4,D Solo
2547,0.59,0.733,10,-11.744,0,0.0345,0.00035,0.748,0.119,0.233,135.999,audio_features,3JGVgBLrKH7PA9tCvT5Sae,spotify:track:3JGVgBLrKH7PA9tCvT5Sae,https://api.spotify.com/v1/tracks/3JGVgBLrKH7PA9tCvT5Sae,https://api.spotify.com/v1/audio-analysis/3JGVgBLrKH7PA9tCvT5Sae,507573,4,Mercury & Solace
2548,0.428,0.28,0,-8.952,1,0.0261,0.84,9.18e-05,0.141,0.429,98.241,audio_features,3kvyaShezE8dMWfbL44TdI,spotify:track:3kvyaShezE8dMWfbL44TdI,https://api.spotify.com/v1/tracks/3kvyaShezE8dMWfbL44TdI,https://api.spotify.com/v1/audio-analysis/3kvyaShezE8dMWfbL44TdI,153507,3,My Last Date (With You)
2549,0.858,0.504,4,-8.717,0,0.147,0.398,0.0,0.107,0.274,129.939,audio_features,6AAShoDuz7fpM912cmuY4r,spotify:track:6AAShoDuz7fpM912cmuY4r,https://api.spotify.com/v1/tracks/6AAShoDuz7fpM912cmuY4r,https://api.spotify.com/v1/audio-analysis/6AAShoDuz7fpM912cmuY4r,267938,5,Judgement
2550,0.611,0.8,0,-5.61,1,0.0377,0.257,0.0,0.194,0.527,89.974,audio_features,5S5rw0WLVCAux5B5bWCehK,spotify:track:5S5rw0WLVCAux5B5bWCehK,https://api.spotify.com/v1/tracks/5S5rw0WLVCAux5B5bWCehK,https://api.spotify.com/v1/audio-analysis/5S5rw0WLVCAux5B5bWCehK,209280,4,Rewind
2551,0.618,0.781,4,-7.707,0,0.0308,0.00123,0.832,0.492,0.638,130.01,audio_features,7hrunPbxAuvcHp7WWkyTIB,spotify:track:7hrunPbxAuvcHp7WWkyTIB,https://api.spotify.com/v1/tracks/7hrunPbxAuvcHp7WWkyTIB,https://api.spotify.com/v1/audio-analysis/7hrunPbxAuvcHp7WWkyTIB,320173,4,Jump [Jacques Lu Cont Edit]
2552,0.495,0.841,11,-3.521,0,0.0952,0.024,0.0,0.836,0.43,150.053,audio_features,3IDxECslyQnrA8IFZOgk79,spotify:track:3IDxECslyQnrA8IFZOgk79,https://api.spotify.com/v1/tracks/3IDxECslyQnrA8IFZOgk79,https://api.spotify.com/v1/audio-analysis/3IDxECslyQnrA8IFZOgk79,262550,4,More Than I Can Take
2553,0.596,0.888,2,-6.119,1,0.0313,0.121,0.00188,0.148,0.822,130.027,audio_features,5FR6eqrJMBRyXjA09ABfxP,spotify:track:5FR6eqrJMBRyXjA09ABfxP,https://api.spotify.com/v1/tracks/5FR6eqrJMBRyXjA09ABfxP,https://api.spotify.com/v1/audio-analysis/5FR6eqrJMBRyXjA09ABfxP,229187,4,Buzz's Jig
2554,0.352,0.453,0,-7.965,1,0.0257,0.0781,0.0368,0.104,0.249,135.462,audio_features,655prvFthaVgIveDDDYu6W,spotify:track:655prvFthaVgIveDDDYu6W,https://api.spotify.com/v1/tracks/655prvFthaVgIveDDDYu6W,https://api.spotify.com/v1/audio-analysis/655prvFthaVgIveDDDYu6W,199867,4,Keep It Like It Is
2555,0.514,0.744,5,-5.21,0,0.0744,0.0305,0.012,0.0637,0.188,150.034,audio_features,1Rm5JgdK8syl1D74MWvgGF,spotify:track:1Rm5JgdK8syl1D74MWvgGF,https://api.spotify.com/v1/tracks/1Rm5JgdK8syl1D74MWvgGF,https://api.spotify.com/v1/audio-analysis/1Rm5JgdK8syl1D74MWvgGF,191866,4,Death Adventure
2556,0.467,0.545,2,-11.89,1,0.0426,0.391,0.588,0.0973,0.371,127.85,audio_features,30zRmUHrhtTOsB0lawvoaX,spotify:track:30zRmUHrhtTOsB0lawvoaX,https://api.spotify.com/v1/tracks/30zRmUHrhtTOsB0lawvoaX,https://api.spotify.com/v1/audio-analysis/30zRmUHrhtTOsB0lawvoaX,424600,3,Infantil (Dedicated to John McLaughlin)
2557,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4,Please Hammer Don't Hurt 'Em
2558,0.661,0.854,7,-6.159,1,0.0693,0.0521,9.19e-05,0.109,0.704,103.568,audio_features,100P9XJuL4HOfnsXFoYuiQ,spotify:track:100P9XJuL4HOfnsXFoYuiQ,https://api.spotify.com/v1/tracks/100P9XJuL4HOfnsXFoYuiQ,https://api.spotify.com/v1/audio-analysis/100P9XJuL4HOfnsXFoYuiQ,221640,4,Surfriendo El Castigo
2559,0.434,0.961,2,-2.997,1,0.112,0.000631,0.0389,0.21,0.192,127.371,audio_features,4WnMdrt6XpSgm6I9nIFuRx,spotify:track:4WnMdrt6XpSgm6I9nIFuRx,https://api.spotify.com/v1/tracks/4WnMdrt6XpSgm6I9nIFuRx,https://api.spotify.com/v1/audio-analysis/4WnMdrt6XpSgm6I9nIFuRx,91253,4,1st World Hypocrisy
2560,0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,audio_features,4hHbeIIKO5Y5uLyIEbY9Gn,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/audio-analysis/4hHbeIIKO5Y5uLyIEbY9Gn,199093,4,Come With Me
2561,0.524,0.911,3,-5.738,1,0.0396,1.49e-05,0.00443,0.365,0.6,137.36,audio_features,5MvDLRf2GxSMlDYV8m6Ivj,spotify:track:5MvDLRf2GxSMlDYV8m6Ivj,https://api.spotify.com/v1/tracks/5MvDLRf2GxSMlDYV8m6Ivj,https://api.spotify.com/v1/audio-analysis/5MvDLRf2GxSMlDYV8m6Ivj,202573,4,The Never-Ending Why
2562,0.609,0.611,0,-9.208,1,0.0298,0.513,0.0,0.093,0.916,121.836,audio_features,0xAhbD6lCf5re1RXl5yiTm,spotify:track:0xAhbD6lCf5re1RXl5yiTm,https://api.spotify.com/v1/tracks/0xAhbD6lCf5re1RXl5yiTm,https://api.spotify.com/v1/audio-analysis/0xAhbD6lCf5re1RXl5yiTm,229867,4,Woman Blue
2563,0.456,0.314,2,-9.076,1,0.0269,0.963,0.285,0.11,0.19,95.971,audio_features,5ZxboTadTzwIrTDoh98Dxb,spotify:track:5ZxboTadTzwIrTDoh98Dxb,https://api.spotify.com/v1/tracks/5ZxboTadTzwIrTDoh98Dxb,https://api.spotify.com/v1/audio-analysis/5ZxboTadTzwIrTDoh98Dxb,386107,3,Ruta Del Coya
2564,0.51,0.752,10,-7.812,0,0.396,0.337,3.64e-05,0.0974,0.333,183.448,audio_features,2J8MwNEqmnhwbVQoqG7tnh,spotify:track:2J8MwNEqmnhwbVQoqG7tnh,https://api.spotify.com/v1/tracks/2J8MwNEqmnhwbVQoqG7tnh,https://api.spotify.com/v1/audio-analysis/2J8MwNEqmnhwbVQoqG7tnh,259027,4,Lost Tribe
2565,0.496,0.0771,8,-19.326,1,0.0639,0.992,0.0269,0.115,0.106,68.943,audio_features,1FoBnIMtoOXJ3MzAxce3Td,spotify:track:1FoBnIMtoOXJ3MzAxce3Td,https://api.spotify.com/v1/tracks/1FoBnIMtoOXJ3MzAxce3Td,https://api.spotify.com/v1/audio-analysis/1FoBnIMtoOXJ3MzAxce3Td,111403,3,Lachen und weinen
2566,0.258,0.932,2,-5.194,1,0.0702,0.0467,8.09e-06,0.142,0.334,145.582,audio_features,2mKj8Em0GLFu8I78yM1CfU,spotify:track:2mKj8Em0GLFu8I78yM1CfU,https://api.spotify.com/v1/tracks/2mKj8Em0GLFu8I78yM1CfU,https://api.spotify.com/v1/audio-analysis/2mKj8Em0GLFu8I78yM1CfU,198160,4,Pretty Vacant
2567,0.693,0.727,4,-4.384,1,0.261,0.399,0.0,0.111,0.875,171.969,audio_features,1j5yQt5PhUowZSpj6Lr1BJ,spotify:track:1j5yQt5PhUowZSpj6Lr1BJ,https://api.spotify.com/v1/tracks/1j5yQt5PhUowZSpj6Lr1BJ,https://api.spotify.com/v1/audio-analysis/1j5yQt5PhUowZSpj6Lr1BJ,200930,4,Boo Hoo
2568,0.22,0.899,4,-9.471,1,0.076,0.331,0.761,0.855,0.852,122.692,audio_features,0SnSiF8JMHYhqNrOeqOVZB,spotify:track:0SnSiF8JMHYhqNrOeqOVZB,https://api.spotify.com/v1/tracks/0SnSiF8JMHYhqNrOeqOVZB,https://api.spotify.com/v1/audio-analysis/0SnSiF8JMHYhqNrOeqOVZB,182307,4,Rock Me Baby - Live
2569,0.636,0.307,1,-16.743,1,0.0393,0.73,6.83e-06,0.0307,0.619,70.024,audio_features,1YcFdqSL9OtXvCVA92eiJK,spotify:track:1YcFdqSL9OtXvCVA92eiJK,https://api.spotify.com/v1/tracks/1YcFdqSL9OtXvCVA92eiJK,https://api.spotify.com/v1/audio-analysis/1YcFdqSL9OtXvCVA92eiJK,282000,4,(Coming With) Loving on My Mind
2570,0.82,0.456,9,-7.322,1,0.0613,0.256,1.08e-06,0.0843,0.936,133.883,audio_features,2dY9dPimniTjvZ3FpAIDHE,spotify:track:2dY9dPimniTjvZ3FpAIDHE,https://api.spotify.com/v1/tracks/2dY9dPimniTjvZ3FpAIDHE,https://api.spotify.com/v1/audio-analysis/2dY9dPimniTjvZ3FpAIDHE,301917,4,Para Que Recordar
2571,0.501,0.885,9,-8.053,0,0.0573,0.0619,0.000315,0.984,0.757,130.785,audio_features,4WmztV2J1xCbF5XyX29gjh,spotify:track:4WmztV2J1xCbF5XyX29gjh,https://api.spotify.com/v1/tracks/4WmztV2J1xCbF5XyX29gjh,https://api.spotify.com/v1/audio-analysis/4WmztV2J1xCbF5XyX29gjh,233760,4,Son of Jack the Ripper
2572,0.578,0.879,4,-4.912,1,0.0306,0.0296,0.0,0.22,0.699,93.006,audio_features,6OSCcj7LiiVQnBmWM13he2,spotify:track:6OSCcj7LiiVQnBmWM13he2,https://api.spotify.com/v1/tracks/6OSCcj7LiiVQnBmWM13he2,https://api.spotify.com/v1/audio-analysis/6OSCcj7LiiVQnBmWM13he2,189000,4,Head Over Heels
2573,0.502,0.266,4,-9.76,1,0.0702,0.875,0.0,0.105,0.066,85.626,audio_features,5n2baMkrm41hmkH6zLIcNh,spotify:track:5n2baMkrm41hmkH6zLIcNh,https://api.spotify.com/v1/tracks/5n2baMkrm41hmkH6zLIcNh,https://api.spotify.com/v1/audio-analysis/5n2baMkrm41hmkH6zLIcNh,212987,4,Day Old Blues
2574,0.738,0.677,10,-4.664,0,0.105,0.54,0.000101,0.118,0.397,167.995,audio_features,5lBP49wdNHz8eMTIbi3bfb,spotify:track:5lBP49wdNHz8eMTIbi3bfb,https://api.spotify.com/v1/tracks/5lBP49wdNHz8eMTIbi3bfb,https://api.spotify.com/v1/audio-analysis/5lBP49wdNHz8eMTIbi3bfb,161734,4,Joyride
2575,0.752,0.549,11,-10.532,0,0.0328,0.295,0.115,0.0582,0.658,105.126,audio_features,4QT3YKobBj4BI7xCYRLr9u,spotify:track:4QT3YKobBj4BI7xCYRLr9u,https://api.spotify.com/v1/tracks/4QT3YKobBj4BI7xCYRLr9u,https://api.spotify.com/v1/audio-analysis/4QT3YKobBj4BI7xCYRLr9u,387867,4,Just An Illusion
2576,0.72,0.414,4,-8.344,0,0.0443,0.848,0.941,0.362,0.463,140.115,audio_features,1HfQK9LIyENX9uvBrEiJ7d,spotify:track:1HfQK9LIyENX9uvBrEiJ7d,https://api.spotify.com/v1/tracks/1HfQK9LIyENX9uvBrEiJ7d,https://api.spotify.com/v1/audio-analysis/1HfQK9LIyENX9uvBrEiJ7d,199442,4,Ex's And Oh's (Instrumental Version)
2577,0.296,0.373,2,-11.646,1,0.0384,0.836,0.000119,0.196,0.304,115.528,audio_features,3MCnKDgfZ4CrWjeLDUTU80,spotify:track:3MCnKDgfZ4CrWjeLDUTU80,https://api.spotify.com/v1/tracks/3MCnKDgfZ4CrWjeLDUTU80,https://api.spotify.com/v1/audio-analysis/3MCnKDgfZ4CrWjeLDUTU80,134440,3,Our Love Is A Living Thing
2578,0.531,0.746,11,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.788,audio_features,38gZVjeaeR3gcnCzziAxBm,spotify:track:38gZVjeaeR3gcnCzziAxBm,https://api.spotify.com/v1/tracks/38gZVjeaeR3gcnCzziAxBm,https://api.spotify.com/v1/audio-analysis/38gZVjeaeR3gcnCzziAxBm,226307,4,Memory
2579,0.562,0.809,2,-4.976,1,0.0693,0.00232,0.000629,0.0732,0.476,127.453,audio_features,0Rr8xlOfXa8bezebu0TbVY,spotify:track:0Rr8xlOfXa8bezebu0TbVY,https://api.spotify.com/v1/tracks/0Rr8xlOfXa8bezebu0TbVY,https://api.spotify.com/v1/audio-analysis/0Rr8xlOfXa8bezebu0TbVY,251453,4,Next Year
2580,0.595,0.29,4,-9.502,1,0.0396,0.618,0.0,0.326,0.649,122.9,audio_features,2z2omTQdYEj5Jzc0494lBy,spotify:track:2z2omTQdYEj5Jzc0494lBy,https://api.spotify.com/v1/tracks/2z2omTQdYEj5Jzc0494lBy,https://api.spotify.com/v1/audio-analysis/2z2omTQdYEj5Jzc0494lBy,184680,4,Away in a Manger
2581,0.389,0.414,4,-10.318,1,0.0274,0.252,0.0,0.0954,0.404,149.998,audio_features,7bt03EihvjWitZ0QZhNR3s,spotify:track:7bt03EihvjWitZ0QZhNR3s,https://api.spotify.com/v1/tracks/7bt03EihvjWitZ0QZhNR3s,https://api.spotify.com/v1/audio-analysis/7bt03EihvjWitZ0QZhNR3s,264840,4,Zai Ai Shang Ni
2582,0.54,0.868,11,-12.124,0,0.0432,0.251,0.00231,0.285,0.797,161.947,audio_features,1lIndcft5U0PEWU6kHmGSN,spotify:track:1lIndcft5U0PEWU6kHmGSN,https://api.spotify.com/v1/tracks/1lIndcft5U0PEWU6kHmGSN,https://api.spotify.com/v1/audio-analysis/1lIndcft5U0PEWU6kHmGSN,219990,4,Don't Stop The Music (Streetlight Album Version)
2583,0.438,0.349,4,-11.309,1,0.03,0.394,3.73e-05,0.244,0.452,154.964,audio_features,29kCBZMlFK6bAOIuIqXxxH,spotify:track:29kCBZMlFK6bAOIuIqXxxH,https://api.spotify.com/v1/tracks/29kCBZMlFK6bAOIuIqXxxH,https://api.spotify.com/v1/audio-analysis/29kCBZMlFK6bAOIuIqXxxH,90730,3,I Need Love
2584,0.524,0.656,7,-5.474,1,0.0283,0.157,0.0,0.213,0.694,169.972,audio_features,3B3oOpAeuYy9QOFqrOD7jL,spotify:track:3B3oOpAeuYy9QOFqrOD7jL,https://api.spotify.com/v1/tracks/3B3oOpAeuYy9QOFqrOD7jL,https://api.spotify.com/v1/audio-analysis/3B3oOpAeuYy9QOFqrOD7jL,202093,4,Happens All The Time
2585,0.534,0.874,2,-5.105,0,0.0344,0.000482,0.0,0.0951,0.443,114.046,audio_features,3RUg9OA30UvO378hB7H2ld,spotify:track:3RUg9OA30UvO378hB7H2ld,https://api.spotify.com/v1/tracks/3RUg9OA30UvO378hB7H2ld,https://api.spotify.com/v1/audio-analysis/3RUg9OA30UvO378hB7H2ld,241400,4,The Painter
2586,0.948,0.757,11,-5.159,0,0.25,0.0828,0.0,0.0563,0.576,132.132,audio_features,1lcEeykWUUhJIJSZ6rmUB4,spotify:track:1lcEeykWUUhJIJSZ6rmUB4,https://api.spotify.com/v1/tracks/1lcEeykWUUhJIJSZ6rmUB4,https://api.spotify.com/v1/audio-analysis/1lcEeykWUUhJIJSZ6rmUB4,131560,4,L'Appart
2587,0.53,0.237,7,-11.305,1,0.0307,0.81,1.41e-05,0.205,0.426,97.097,audio_features,7zPsFoi7WLBjbxnE3Xv8wa,spotify:track:7zPsFoi7WLBjbxnE3Xv8wa,https://api.spotify.com/v1/tracks/7zPsFoi7WLBjbxnE3Xv8wa,https://api.spotify.com/v1/audio-analysis/7zPsFoi7WLBjbxnE3Xv8wa,162160,4,Frente A Tu Altar
2588,0.705,0.746,11,-8.615,1,0.042,0.127,7.9e-05,0.128,0.964,119.566,audio_features,13v3siPyvy5TTEZYmGPPse,spotify:track:13v3siPyvy5TTEZYmGPPse,https://api.spotify.com/v1/tracks/13v3siPyvy5TTEZYmGPPse,https://api.spotify.com/v1/audio-analysis/13v3siPyvy5TTEZYmGPPse,249573,4,Give It To Me
2589,0.487,0.836,2,-4.666,1,0.0589,0.512,0.0,0.363,0.804,165.873,audio_features,0dU3MrHDxPWlxb1AI8Xpn0,spotify:track:0dU3MrHDxPWlxb1AI8Xpn0,https://api.spotify.com/v1/tracks/0dU3MrHDxPWlxb1AI8Xpn0,https://api.spotify.com/v1/audio-analysis/0dU3MrHDxPWlxb1AI8Xpn0,169947,4,Take Me Fishin'
2590,0.648,0.49,11,-9.221,0,0.0375,0.281,0.00104,0.0872,0.635,154.055,audio_features,2wlSMXPIkeEvtD2Xa3B6nT,spotify:track:2wlSMXPIkeEvtD2Xa3B6nT,https://api.spotify.com/v1/tracks/2wlSMXPIkeEvtD2Xa3B6nT,https://api.spotify.com/v1/audio-analysis/2wlSMXPIkeEvtD2Xa3B6nT,262373,4,Poesía De Amor
2591,0.599,0.326,8,-8.877,1,0.0318,0.912,7.92e-06,0.0989,0.37,123.999,audio_features,3aHMQLmfFriRWSflM8dDoT,spotify:track:3aHMQLmfFriRWSflM8dDoT,https://api.spotify.com/v1/tracks/3aHMQLmfFriRWSflM8dDoT,https://api.spotify.com/v1/audio-analysis/3aHMQLmfFriRWSflM8dDoT,120693,4,The Coming Of The King
2592,0.906,0.559,8,-8.797,1,0.193,0.276,0.0,0.107,0.39,114.035,audio_features,52s5hWxSDQIAW7KADVNVex,spotify:track:52s5hWxSDQIAW7KADVNVex,https://api.spotify.com/v1/tracks/52s5hWxSDQIAW7KADVNVex,https://api.spotify.com/v1/audio-analysis/52s5hWxSDQIAW7KADVNVex,186040,4,Seventeen
2593,0.749,0.475,6,-12.812,1,0.0645,0.376,0.0,0.159,0.961,93.687,audio_features,2UUAr8gaALxgXGM6UotMnu,spotify:track:2UUAr8gaALxgXGM6UotMnu,https://api.spotify.com/v1/tracks/2UUAr8gaALxgXGM6UotMnu,https://api.spotify.com/v1/audio-analysis/2UUAr8gaALxgXGM6UotMnu,121747,4,If You Don't Somebody Else Will
2594,0.665,0.313,4,-15.188,0,0.0526,0.917,0.0118,0.359,0.531,138.415,audio_features,4pEZg4zQFcJ1jdboMYTYf9,spotify:track:4pEZg4zQFcJ1jdboMYTYf9,https://api.spotify.com/v1/tracks/4pEZg4zQFcJ1jdboMYTYf9,https://api.spotify.com/v1/audio-analysis/4pEZg4zQFcJ1jdboMYTYf9,172493,4,Up Jumped The Devil
2595,0.768,0.9,7,-3.563,1,0.0444,0.071,0.0,0.0536,0.908,111.99,audio_features,650Uox7OHK75dTKvzmCBzk,spotify:track:650Uox7OHK75dTKvzmCBzk,https://api.spotify.com/v1/tracks/650Uox7OHK75dTKvzmCBzk,https://api.spotify.com/v1/audio-analysis/650Uox7OHK75dTKvzmCBzk,197198,4,Free Africa
2596,0.657,0.191,8,-17.558,0,0.228,0.416,0.557,0.0949,0.59,136.421,audio_features,10NkHfIxpHjQqXQ5zn8nbs,spotify:track:10NkHfIxpHjQqXQ5zn8nbs,https://api.spotify.com/v1/tracks/10NkHfIxpHjQqXQ5zn8nbs,https://api.spotify.com/v1/audio-analysis/10NkHfIxpHjQqXQ5zn8nbs,365973,4,Dodo's Bounce
2597,0.521,0.884,4,-2.931,0,0.0403,0.00155,1.69e-06,0.209,0.494,92.988,audio_features,6PUYqQtGWVAovZrLC9BIqt,spotify:track:6PUYqQtGWVAovZrLC9BIqt,https://api.spotify.com/v1/tracks/6PUYqQtGWVAovZrLC9BIqt,https://api.spotify.com/v1/audio-analysis/6PUYqQtGWVAovZrLC9BIqt,213186,4,Babylon 5
2598,0.283,0.832,1,-4.936,0,0.056,5.23e-05,0.0404,0.19,0.116,95.326,audio_features,22EfdPoZDgjZ41dQqQfgga,spotify:track:22EfdPoZDgjZ41dQqQfgga,https://api.spotify.com/v1/tracks/22EfdPoZDgjZ41dQqQfgga,https://api.spotify.com/v1/audio-analysis/22EfdPoZDgjZ41dQqQfgga,213478,4,Revolution Action
2599,0.668,0.626,11,-3.633,1,0.0451,0.0531,0.0,0.388,0.744,126.085,audio_features,3G4hqYOTXR8nX5scWXUpyj,spotify:track:3G4hqYOTXR8nX5scWXUpyj,https://api.spotify.com/v1/tracks/3G4hqYOTXR8nX5scWXUpyj,https://api.spotify.com/v1/audio-analysis/3G4hqYOTXR8nX5scWXUpyj,180372,4,The Hardway
2600,0.219,0.916,0,-4.463,1,0.0608,3.63e-05,0.0,0.0976,0.377,166.205,audio_features,75TXlccvPIoceqJ1b8pog0,spotify:track:75TXlccvPIoceqJ1b8pog0,https://api.spotify.com/v1/tracks/75TXlccvPIoceqJ1b8pog0,https://api.spotify.com/v1/audio-analysis/75TXlccvPIoceqJ1b8pog0,243827,4,Skate alone
2601,0.693,0.785,10,-7.629,1,0.0605,0.355,0.0,0.0473,0.887,120.681,audio_features,2aP9sA2NOdBK9WmhHNTxlT,spotify:track:2aP9sA2NOdBK9WmhHNTxlT,https://api.spotify.com/v1/tracks/2aP9sA2NOdBK9WmhHNTxlT,https://api.spotify.com/v1/audio-analysis/2aP9sA2NOdBK9WmhHNTxlT,185280,4,Noche Eterna
2602,0.548,0.234,0,-17.215,0,0.0349,0.35,0.000724,0.111,0.424,137.867,audio_features,0LYneQx7CEmZJseZ1MlVlT,spotify:track:0LYneQx7CEmZJseZ1MlVlT,https://api.spotify.com/v1/tracks/0LYneQx7CEmZJseZ1MlVlT,https://api.spotify.com/v1/audio-analysis/0LYneQx7CEmZJseZ1MlVlT,183000,4,Killer Barracuda
2603,0.699,0.832,5,-4.324,1,0.0378,0.166,0.00395,0.318,0.176,109.964,audio_features,3Rhbpb5OUI4BbK580AUpew,spotify:track:3Rhbpb5OUI4BbK580AUpew,https://api.spotify.com/v1/tracks/3Rhbpb5OUI4BbK580AUpew,https://api.spotify.com/v1/audio-analysis/3Rhbpb5OUI4BbK580AUpew,231273,4,Sensations
2604,0.139,0.818,3,-9.799,1,0.105,2.11e-05,0.339,0.789,0.11,98.993,audio_features,7kONIFrZgQzLJxCJ7cIn2z,spotify:track:7kONIFrZgQzLJxCJ7cIn2z,https://api.spotify.com/v1/tracks/7kONIFrZgQzLJxCJ7cIn2z,https://api.spotify.com/v1/audio-analysis/7kONIFrZgQzLJxCJ7cIn2z,508373,4,The Burning Season (Live)
2605,0.43,0.525,6,-9.533,1,0.163,0.781,0.0,0.479,0.704,86.805,audio_features,3ybVUi8Th7kYxDg4bODAeq,spotify:track:3ybVUi8Th7kYxDg4bODAeq,https://api.spotify.com/v1/tracks/3ybVUi8Th7kYxDg4bODAeq,https://api.spotify.com/v1/audio-analysis/3ybVUi8Th7kYxDg4bODAeq,336440,4,Did You Get My Message?  (Live From Shubas)
